rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5.0,Like it!,My eight-year-old daughter uses this on a regular basis to clean her beta fish tank. She loves the size and versatility of the cleaning magnet. It’s easy to remove from the tank and clean as well.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1WZiYMIwWS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1WZiYMIwWS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1WZiYMIwWS._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08M6D3Q7V,B08NY7TBKP,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1626369788041,2,True
5.0,Five Stars,These worked great & as expected! Gets rid of alot of excess dog hair.,[],B07D59MS4W,B07D59MS4W,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1530556386499,0,False
5.0,Our vet recommended this brand & our 16 month old silver lab ...,Our vet recommended this brand & our 16 month old silver lab loves it. We order it every month for him now.,[],B002OY0QDQ,B09VYZJFZY,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1530556292224,0,True
5.0,works like a dream,"I love this thing. It does the job. I can't imagine having anything smaller than the large though. Even the large is quite small, IMO.",[],B07MZKPTJF,B002TMHRA8,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1557756580211,1,True
5.0,DOGGIE DOOR IS OPEN FOR BIZNESS,Got a template for the size door hole to cut. A easy to understand book of instruction.,[],B000MD59IS,B01H05JVWA,AFE337D2J37YRU5U6MVTVKNDKWDA,1659124841485,0,True
5.0,Great toy for playing with the dog!!,Great toy. My yorkie puppy has been so happy chasing it.,[],B0002HYB7O,B0BP7J7FXJ,AFE337D2J37YRU5U6MVTVKNDKWDA,1659124454981,0,True
5.0,Great bowl for the mess makers.,As the new puppy goes its to tall for her to reach the bowls. It will be easier for the pup when she grows up. Only 10weeks old now.,[],B099S7G7N2,B09Y9DFVVZ,AFE337D2J37YRU5U6MVTVKNDKWDA,1650747903897,0,True
1.0,Doesn't work for my puppy!!,Got a new pup. It has not worked for me.  Sprayed the pad as well as the  placement of the pad. No scent that I noticed. But with the Covid who has a sense of smell left.,[],B0091RE52C,B0091RE52C,AFE337D2J37YRU5U6MVTVKNDKWDA,1650746940459,0,True
5.0,Wonderful upgrade for my adult dog,"I bought this crate to give my adult dog an upgrade so that he would have lots of space but can be safely confined if he is sick, if he needs a nap asap, if maintance is coming while I am at work, etc. It's very well made and sturdy, and I love that both doors have 3 locks. The sliding door is a great feature to save space. I close it by holding the top and middle lock and using them to slide the door closed & lock it. I also lubricated the top and bottom slide to prevent noise. I've added a nice crate cover & pet bed it's definitely a very nice ""bedroom"" for him.",[],B07YBGZL2J,B082XFFY9L,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1650893560314,2,True
5.0,"As always, ruffwear delivers","In my experience ruffwear is always top of the line when it comes to dog products, and this pouch is no exception. I clipped a clicker to the clicker loop, added a few plastic bags to the outside pocket (clicker can still be tucked inside) and filled it with treats... I take it with me on every walk to reward good behavior such as loose leash walking, heeling, looking away from squirrels, etc and use it for clicker training sessions at home.<br /><br />The bag is contoured to fit against the curve of my hip and can be bent/adjusted. The small red tab on the outside and magnetic closure mean it can be operated with one hand. The bag closes securely. I love that the clip where it atatches to my pants is in the middle of the bag, not above it as with many other models. The bad is securely attached and does not wobble or sway. I don't use the included red belt, but it's very nice and will be useful with dresses, etc.",[],B079J22K9D,B079J22K9D,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1650892503331,2,True
4.0,"Nice, well made bed but very thin","I bought this as a bed to go with my large dog's new crate. I like that the stitching is precise and it's a very attractive bed. My dog likes the plush raised sides. However the center part of the bed is very thin - about 1/2"" and does not provide a comfortable amount of padding. I put an additional clothes cell phone pad underneath the bed to make it more comfortable for him. This is a strange thing to overlook because the main point of the bed is that it should be comfortable for a pet to lay on while they're in the crate! An inch to 2 inches of potting seems to be the norm.",[],B005OWWSFY,B0BKWDZKFH,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1648306429767,0,True
5.0,Great reflective harness!,"I ordered this product to have  a reflective, high visibility harness for road running with my dog. WOW this delivers. Very very visible, the front section has a lot of reflective materials and the rest has reflective stitching. The yellow is very bright. It fits him well (28"" chest, ordered size L) and I can connect it to his collar for extra security. There is a front and a back clip and the buckles appear sturdy.",[],B079WHKNRP,B079W6P3K4,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1620357790250,0,True
5.0,Good safety device for might walks.,"This collar works well, easy to trim to size, easy to charge, and very bright. It does not bother my dog, in just flip it over his head for night walks.",[],B07G99S7MG,B07CV7C4QC,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1600865535503,0,True
5.0,"In between sizes, got a large daypack for 27"" girth 50lb dog, he loves it","My dog has a 27"" girth and I was not sure if he needed a medium or a large, I got a size large. The straps are designed so that they can be tightened all the way, so it was easy to tighten them down to his size. We got it recently but it seems very durable and well made, I'll update if we have any problems. The pockets are large enough to hold 2 standard disposable water bottles (16.9 oz or 500 ml) per side or a single 750 mL reusable water bottle. Weight wise this is probably the max that my dog can carry (it would be about 5lbs or 10% of his body weight). The pockets do seem big and roomy though!<br /><br />I decided not to use the attachment ring on the harness because it destabilizes the load when my dog moves about. I clipped the leash to his collar instead. I think having a pack gives him a ""job"" and he walked very nicely with it on so this was not a problem. I would not recommend using this item for a dog who pulls strongly as it may slip around.",[],B000UTA1G4,B089B3KT43,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1599165589718,0,True
5.0,"Great long leash for training, exploring, and play","Beautiful leash! A bit hard to manage at first but you get the hang of it. My dog loved having so much space to run and play. I took him to a big empty area to work on recall, play fetch, run and sniff, etc. You'll want to use one hand to hold excess line and one to keep the leash off the ground so your dog doesn't trip. You can also clip the end to your belt for security. I also recommend using a harness so your dog won't be putting pressure on his neck. We had a great time though and my hyper, high energy pooch wore himself out safely without the risks of letting him run off leash in a public place. The leash has beautiful bright colors and is very sturdy and well made.",[],B07XNXFKT7,B07217B2KF,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1589548781145,0,True
5.0,Good for attaching to leash,"I keep this dispenser stretched to our leash handle and it works great. The clip for a full bag also works great. It's really convenient to have everything together because I can just grab it and go, no more hunting around for a bag or dealing with a roll unwinding in my pocket. I use the Velcro strap to attach it to a metal ring on the leash handle. You could also use the Velcro to attach directly to the handle.",[],B00OKHZ446,B00OKHZ446,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1582464145340,0,True
5.0,Nice harness,"I just got this harness and it's already so much better than the ones we've tried on in person. My dog is a 55lb year old mix with a deep chest and narrow neck/shoulders and other harnesses didn't fit well. He measured for a medium and it fits well after we adjusted the harness (measure your dog!). The front clip discourages pulling and makes walks easy and fun. Back clip doesn't prevent pulling but my dog doesn't seem to know this and pulls less whenever the harness is on just in case it might pull him sideways. The loop on the top is useful to grab my dog as needed or while changing the leash attachment point. We've also used the car attachment a few times and he settles right down to lay down in the back seat.<br /><br />My dog loves the harness and gets excited when I bring it out, so I assume it's comfortable. Looks well made and durable. The reflective stitching is really bright. I think this is much more comfortable for my dog than waking with a collar and it's more comfortable for me because I don't have to manage a large dog who is pulling me around. He is much calmer and better behaved with this harness so I really enjoy our walks.",[],B0774T9XTJ,B0973ZP49X,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1582076123231,1,True
5.0,"Good, durable, and effective","This bowl is great.<br /><br />1) Thick durable plastic, much nicer than the slow feeder I saw at Target, I think it will last. Beautiful color (cyan)<br /><br />2) Really slows down my dog's eating. It takes about 15 minutes for my dog to eat a cup of kibble. This is good because he used to eat too fast and get sick. The grooves are really deep, no sharp edges.  Doesn't flip over.",[],B00FPKNRF0,B0BFYZY2DZ,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1581948892227,0,True
5.0,Great product!,Great bedding for my snake! This product is much cheaper (and a much larger bag) than the same product at my local pet store. It holds humidity well and looks attractive.,[],B00BUFSX7G,B00BUFSX7G,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1501598487861,0,True
5.0,exactly as described/expected,"I don't really know what to say about this, they're aquarium stones. Exactly what I expected, just like the ones from a pet store. The blue color is really pretty.",[],B0007ZN3KC,B0007ZN3KC,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1356728579000,0,True
5.0,Great for cleaning yard,"I ordered this last week and used it to clean fresh and old dog poop from my back yard. It worked great. It was very easy getting everything into the rake without missing anything, but it was somewhat harder transferring everything into a bag, since I could only hold the bag with one hand. In the future I will try dumping into a small trashcan or lined bucket.<br />I highly recommend this product. It's worth paying the money to get a clean back yard while keeping your hands clean!",[],B0002AT464,B08D8FC4MG,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1286646315000,1,True
5.0,My picky cat loves it.,Wish they carried the ones with seaweed and kelp As my cat loves the seafood too.,[],B07VCVC38J,B0B7TDZYCF,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1661976601314,0,True
5.0,Hard to find tiny bird treat cups,Just what I have been searching for!!! Tiny treat cups for small birds that will fit on cages with both the vertical and square metal,[],B08TBFGBMY,B08TBFGBMY,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1630262267965,1,True
5.0,Chewy the best at delivery and customer service,Very little waste,[],B0002FP3VY,B072BR11S5,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1556043387293,0,True
4.0,Kept in freezer and took out as needed,They liked the little biscuits I made from this mix. I added fresh blueberries and put them in little cup cake cups.the little paper cups were an added attraction for them.,[],B0040Q7R7E,B0040Q7R7E,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1542505678537,0,True
4.0,The small is still big,For me even the small was bigger than I needed for parakeets...was wanting treat cups. But I can put their salad in this. Had to trim the a bit to fit my cage screen,[],B01MR2Z9VE,B01MR2Z9VE,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1542504673888,0,True
